promo_id,product_id,start_date,end_date,discount_pct
PR01118,P0088,2025-05-19,2025-05-25,15
PR01119,P0048,2025-05-19,2025-05-25,10
PR01120,P0014,2025-05-19,2025-05-25,25
PR01121,P0059,2025-05-19,2025-05-25,10
PR01122,P0046,2025-05-19,2025-05-25,20
PR01123,P0085,2025-05-19,2025-05-25,10
PR01124,P0136,2025-05-19,2025-05-25,10
PR01125,P0239,2025-05-19,2025-05-25,15
PR01126,P0026,2025-05-19,2025-05-25,15
PR01127,P0144,2025-05-19,2025-05-25,25
PR01128,P0272,2025-05-19,2025-05-25,10
PR01129,P0262,2025-05-26,2025-06-01,20
PR01130,P0093,2025-05-26,2025-06-01,15
PR01131,P0252,2025-05-26,2025-06-01,10
PR01132,P0224,2025-05-26,2025-06-01,15
PR01133,P0266,2025-05-26,2025-06-01,20
PR01134,P0111,2025-05-26,2025-06-01,15
PR01135,P0238,2025-05-26,2025-06-01,10
PR01136,P0025,2025-05-26,2025-06-01,15
PR01137,P0274,2025-05-26,2025-06-01,15
PR01138,P0255,2025-05-26,2025-06-01,10
PR01139,P0221,2025-05-26,2025-06-01,10
PR01140,P0050,2025-05-26,2025-06-01,25
PR01141,P0001,2025-05-26,2025-06-01,10
PR01142,P0042,2025-05-26,2025-06-01,10
PR01143,P0199,2025-05-26,2025-06-01,10
PR01144,P0121,2025-05-26,2025-06-01,15
PR01145,P0183,2025-05-26,2025-06-01,15
PR01146,P0099,2025-05-26,2025-06-01,10
PR01147,P0104,2025-05-26,2025-06-01,15
PR01148,P0185,2025-05-26,2025-06-01,20
PR01149,P0075,2025-05-26,2025-06-01,10
PR01150,P0009,2025-05-26,2025-06-01,25
PR01151,P0149,2025-05-26,2025-06-01,10
PR01152,P0264,2025-05-26,2025-06-01,10
PR01153,P0149,2025-06-02,2025-06-08,15
PR01154,P0266,2025-06-02,2025-06-08,10
PR01155,P0244,2025-06-02,2025-06-08,20
PR01156,P0120,2025-06-02,2025-06-08,20
PR01157,P0001,2025-06-02,2025-06-08,10
PR01158,P0065,2025-06-02,2025-06-08,10
PR01159,P0206,2025-06-02,2025-06-08,20
PR01160,P0135,2025-06-02,2025-06-08,10
PR01161,P0097,2025-06-02,2025-06-08,25
PR01162,P0088,2025-06-02,2025-06-08,15
PR01163,P0133,2025-06-02,2025-06-08,10
PR01164,P0220,2025-06-02,2025-06-08,10
PR01165,P0227,2025-06-02,2025-06-08,25
PR01166,P0111,2025-06-02,2025-06-08,10
PR01167,P0233,2025-06-02,2025-06-08,20
PR01168,P0180,2025-06-02,2025-06-08,10
PR01169,P0241,2025-06-02,2025-06-08,10
PR01170,P0239,2025-06-02,2025-06-08,20
PR01171,P0143,2025-06-02,2025-06-08,10
PR01172,P0037,2025-06-02,2025-06-08,10
PR01173,P0100,2025-06-02,2025-06-08,15
PR01174,P0110,2025-06-02,2025-06-08,20
PR01175,P0223,2025-06-02,2025-06-08,10
PR01176,P0247,2025-06-02,2025-06-08,10
PR01177,P0171,2025-06-09,2025-06-15,15
PR01178,P0168,2025-06-09,2025-06-15,15
PR01179,P0241,2025-06-09,2025-06-15,10
PR01180,P0030,2025-06-09,2025-06-15,20
PR01181,P0157,2025-06-09,2025-06-15,25
PR01182,P0279,2025-06-09,2025-06-15,15
PR01183,P0095,2025-06-09,2025-06-15,15
PR01184,P0134,2025-06-09,2025-06-15,10
PR01185,P0275,2025-06-09,2025-06-15,15
PR01186,P0066,2025-06-09,2025-06-15,15
PR01187,P0211,2025-06-09,2025-06-15,20
PR01188,P0018,2025-06-09,2025-06-15,10
PR01189,P0218,2025-06-09,2025-06-15,20
PR01190,P0215,2025-06-09,2025-06-15,10
PR01191,P0191,2025-06-09,2025-06-15,20
PR01192,P0283,2025-06-09,2025-06-15,15
PR01193,P0062,2025-06-09,2025-06-15,10
PR01194,P0212,2025-06-09,2025-06-15,15
PR01195,P0021,2025-06-09,2025-06-15,20
PR01196,P0112,2025-06-09,2025-06-15,15
PR01197,P0133,2025-06-09,2025-06-15,10
PR01198,P0201,2025-06-09,2025-06-15,15
PR01199,P0173,2025-06-09,2025-06-15,10
PR01200,P0206,2025-06-09,2025-06-15,15
PR01201,P0220,2025-06-16,2025-06-22,10
PR01202,P0186,2025-06-16,2025-06-22,15
PR01203,P0034,2025-06-16,2025-06-22,10
PR01204,P0247,2025-06-16,2025-06-22,20
PR01205,P0003,2025-06-16,2025-06-22,15
PR01206,P0022,2025-06-16,2025-06-22,15
PR01207,P0288,2025-06-16,2025-06-22,15
PR01208,P0213,2025-06-16,2025-06-22,10
PR01209,P0209,2025-06-16,2025-06-22,10
PR01210,P0097,2025-06-16,2025-06-22,25
PR01211,P0070,2025-06-16,2025-06-22,20
PR01212,P0171,2025-06-16,2025-06-22,10
PR01213,P0045,2025-06-16,2025-06-22,20
PR01214,P0257,2025-06-16,2025-06-22,15
PR01215,P0053,2025-06-16,2025-06-22,10
PR01216,P0125,2025-06-16,2025-06-22,15
PR01217,P0046,2025-06-16,2025-06-22,10
PR01218,P0177,2025-06-16,2025-06-22,10
PR01219,P0089,2025-06-16,2025-06-22,20
PR01220,P0259,2025-06-16,2025-06-22,10
PR01221,P0172,2025-06-16,2025-06-22,20
PR01222,P0017,2025-06-16,2025-06-22,20
PR01223,P0124,2025-06-16,2025-06-22,20
PR01224,P0024,2025-06-16,2025-06-22,15
PR01225,P0178,2025-06-23,2025-06-29,20
PR01226,P0192,2025-06-23,2025-06-29,10
PR01227,P0065,2025-06-23,2025-06-29,10
PR01228,P0168,2025-06-23,2025-06-29,25
PR01229,P0260,2025-06-23,2025-06-29,20
PR01230,P0156,2025-06-23,2025-06-29,10
PR01231,P0258,2025-06-23,2025-06-29,20
PR01232,P0259,2025-06-23,2025-06-29,10
PR01233,P0287,2025-06-23,2025-06-29,10
PR01234,P0249,2025-06-23,2025-06-29,20
PR01235,P0110,2025-06-23,2025-06-29,15
PR01236,P0169,2025-06-23,2025-06-29,15
PR01237,P0222,2025-06-23,2025-06-29,25
PR01238,P0243,2025-06-23,2025-06-29,20
PR01239,P0179,2025-06-23,2025-06-29,10
PR01240,P0162,2025-06-23,2025-06-29,15
PR01241,P0157,2025-06-23,2025-06-29,20
PR01242,P0161,2025-06-23,2025-06-29,15
PR01243,P0084,2025-06-23,2025-06-29,25
PR01244,P0148,2025-06-23,2025-06-29,20
PR01245,P0112,2025-06-23,2025-06-29,10
PR01246,P0048,2025-06-23,2025-06-29,10
PR01247,P0114,2025-06-23,2025-06-29,20
PR01248,P0102,2025-06-23,2025-06-29,25
PR01249,P0207,2025-06-30,2025-07-06,20
PR01250,P0090,2025-06-30,2025-07-06,20
PR01251,P0226,2025-06-30,2025-07-06,20
PR01252,P0019,2025-06-30,2025-07-06,10
PR01253,P0216,2025-06-30,2025-07-06,10
PR01254,P0028,2025-06-30,2025-07-06,25
PR01255,P0088,2025-06-30,2025-07-06,25
PR01256,P0036,2025-06-30,2025-07-06,25
PR01257,P0256,2025-06-30,2025-07-06,10
PR01258,P0020,2025-06-30,2025-07-06,15
PR01259,P0192,2025-06-30,2025-07-06,20
PR01260,P0193,2025-06-30,2025-07-06,20
PR01261,P0293,2025-06-30,2025-07-06,10
PR01262,P0093,2025-06-30,2025-07-06,15
PR01263,P0096,2025-06-30,2025-07-06,10
PR01264,P0123,2025-06-30,2025-07-06,15
PR01265,P0258,2025-06-30,2025-07-06,10
PR01266,P0271,2025-06-30,2025-07-06,10
PR01267,P0289,2025-06-30,2025-07-06,10
PR01268,P0272,2025-06-30,2025-07-06,25
PR01269,P0294,2025-06-30,2025-07-06,20
PR01270,P0233,2025-06-30,2025-07-06,25
PR01271,P0094,2025-06-30,2025-07-06,15
PR01272,P0029,2025-06-30,2025-07-06,15
PR01273,P0212,2025-07-07,2025-07-13,15
PR01274,P0254,2025-07-07,2025-07-13,20
PR01275,P0234,2025-07-07,2025-07-13,20
PR01276,P0235,2025-07-07,2025-07-13,10
PR01277,P0174,2025-07-07,2025-07-13,10
PR01278,P0201,2025-07-07,2025-07-13,20
PR01279,P0012,2025-07-07,2025-07-13,15
PR01280,P0046,2025-07-07,2025-07-13,15
PR01281,P0178,2025-07-07,2025-07-13,25
PR01282,P0155,2025-07-07,2025-07-13,20
PR01283,P0182,2025-07-07,2025-07-13,15
PR01284,P0230,2025-07-07,2025-07-13,15
PR01285,P0108,2025-07-07,2025-07-13,15
PR01286,P0283,2025-07-07,2025-07-13,20
PR01287,P0100,2025-07-07,2025-07-13,15
PR01288,P0206,2025-07-07,2025-07-13,15
PR01289,P0071,2025-07-07,2025-07-13,20
PR01290,P0095,2025-07-07,2025-07-13,20
PR01291,P0237,2025-07-07,2025-07-13,20
PR01292,P0263,2025-07-07,2025-07-13,10
PR01293,P0066,2025-07-07,2025-07-13,20
PR01294,P0287,2025-07-07,2025-07-13,15
PR01295,P0213,2025-07-07,2025-07-13,10
PR01296,P0245,2025-07-07,2025-07-13,20
PR01297,P0249,2025-07-14,2025-07-20,15
PR01298,P0200,2025-07-14,2025-07-20,15
PR01299,P0119,2025-07-14,2025-07-20,10
PR01300,P0141,2025-07-14,2025-07-20,15
PR01301,P0086,2025-07-14,2025-07-20,10
PR01302,P0214,2025-07-14,2025-07-20,10
PR01303,P0142,2025-07-14,2025-07-20,15
PR01304,P0058,2025-07-14,2025-07-20,15
PR01305,P0138,2025-07-14,2025-07-20,20
PR01306,P0091,2025-07-14,2025-07-20,25
PR01307,P0136,2025-07-14,2025-07-20,10
PR01308,P0052,2025-07-14,2025-07-20,10
PR01309,P0204,2025-07-14,2025-07-20,20
PR01310,P0224,2025-07-14,2025-07-20,25
PR01311,P0110,2025-07-14,2025-07-20,20
PR01312,P0089,2025-07-14,2025-07-20,10
PR01313,P0120,2025-07-14,2025-07-20,10
PR01314,P0071,2025-07-14,2025-07-20,10
PR01315,P0170,2025-07-14,2025-07-20,20
PR01316,P0035,2025-07-14,2025-07-20,15
PR01317,P0291,2025-07-14,2025-07-20,15
PR01318,P0096,2025-07-14,2025-07-20,15
PR01319,P0147,2025-07-14,2025-07-20,10
PR01320,P0102,2025-07-14,2025-07-20,15
PR01321,P0239,2025-07-21,2025-07-27,15
PR01322,P0196,2025-07-21,2025-07-27,10
PR01323,P0182,2025-07-21,2025-07-27,10
PR01324,P0180,2025-07-21,2025-07-27,10
PR01325,P0282,2025-07-21,2025-07-27,20
PR01326,P0209,2025-07-21,2025-07-27,10
PR01327,P0107,2025-07-21,2025-07-27,25
PR01328,P0037,2025-07-21,2025-07-27,15
PR01329,P0190,2025-07-21,2025-07-27,15
PR01330,P0136,2025-07-21,2025-07-27,20
PR01331,P0087,2025-07-21,2025-07-27,10
PR01332,P0064,2025-07-21,2025-07-27,20
PR01333,P0243,2025-07-21,2025-07-27,10
PR01334,P0058,2025-07-21,2025-07-27,20
PR01335,P0208,2025-07-21,2025-07-27,15
PR01336,P0038,2025-07-21,2025-07-27,10
PR01337,P0166,2025-07-21,2025-07-27,20
PR01338,P0192,2025-07-21,2025-07-27,10
PR01339,P0174,2025-07-21,2025-07-27,10
PR01340,P0167,2025-07-21,2025-07-27,20
PR01341,P0159,2025-07-21,2025-07-27,15
PR01342,P0081,2025-07-21,2025-07-27,20
PR01343,P0096,2025-07-21,2025-07-27,15
PR01344,P0009,2025-07-21,2025-07-27,15
PR01345,P0038,2025-07-28,2025-08-03,10
PR01346,P0235,2025-07-28,2025-08-03,10
PR01347,P0088,2025-07-28,2025-08-03,10
PR01348,P0259,2025-07-28,2025-08-03,15
PR01349,P0237,2025-07-28,2025-08-03,10
PR01350,P0082,2025-07-28,2025-08-03,15
PR01351,P0079,2025-07-28,2025-08-03,20
PR01352,P0190,2025-07-28,2025-08-03,20
PR01353,P0073,2025-07-28,2025-08-03,20
PR01354,P0030,2025-07-28,2025-08-03,15
PR01355,P0152,2025-07-28,2025-08-03,10
PR01356,P0077,2025-07-28,2025-08-03,20
PR01357,P0231,2025-07-28,2025-08-03,10
PR01358,P0283,2025-07-28,2025-08-03,10
PR01359,P0158,2025-07-28,2025-08-03,10
PR01360,P0203,2025-07-28,2025-08-03,20
PR01361,P0272,2025-07-28,2025-08-03,15
PR01362,P0261,2025-07-28,2025-08-03,20
PR01363,P0163,2025-07-28,2025-08-03,10
PR01364,P0214,2025-07-28,2025-08-03,15
PR01365,P0161,2025-07-28,2025-08-03,15
PR01366,P0174,2025-07-28,2025-08-03,10
PR01367,P0159,2025-07-28,2025-08-03,15
PR01368,P0181,2025-07-28,2025-08-03,15
PR01369,P0024,2025-08-04,2025-08-10,20
PR01370,P0067,2025-08-04,2025-08-10,15
PR01371,P0153,2025-08-04,2025-08-10,15
PR01372,P0205,2025-08-04,2025-08-10,20
PR01373,P0298,2025-08-04,2025-08-10,10
PR01374,P0232,2025-08-04,2025-08-10,20
PR01375,P0022,2025-08-04,2025-08-10,15
PR01376,P0005,2025-08-04,2025-08-10,10
PR01377,P0072,2025-08-04,2025-08-10,15
PR01378,P0246,2025-08-04,2025-08-10,25
PR01379,P0223,2025-08-04,2025-08-10,15
PR01380,P0145,2025-08-04,2025-08-10,10
PR01381,P0091,2025-08-04,2025-08-10,20
PR01382,P0090,2025-08-04,2025-08-10,25
PR01383,P0023,2025-08-04,2025-08-10,25
PR01384,P0069,2025-08-04,2025-08-10,15
PR01385,P0294,2025-08-04,2025-08-10,15
PR01386,P0042,2025-08-04,2025-08-10,15
PR01387,P0119,2025-08-04,2025-08-10,20
PR01388,P0047,2025-08-04,2025-08-10,20
PR01389,P0045,2025-08-04,2025-08-10,20
PR01390,P0286,2025-08-04,2025-08-10,15
PR01391,P0089,2025-08-04,2025-08-10,10
PR01392,P0190,2025-08-04,2025-08-10,15
PR01393,P0051,2025-08-11,2025-08-17,10
PR01394,P0004,2025-08-11,2025-08-17,25
PR01395,P0143,2025-08-11,2025-08-17,10
PR01396,P0109,2025-08-11,2025-08-17,15
PR01397,P0041,2025-08-11,2025-08-17,15
PR01398,P0154,2025-08-11,2025-08-17,10
PR01399,P0272,2025-08-11,2025-08-17,10
PR01400,P0141,2025-08-11,2025-08-17,25
PR01401,P0162,2025-08-11,2025-08-17,20
PR01402,P0187,2025-08-11,2025-08-17,25
PR01403,P0037,2025-08-11,2025-08-17,10
PR01404,P0249,2025-08-11,2025-08-17,10
PR01405,P0285,2025-08-11,2025-08-17,15
PR01406,P0175,2025-08-11,2025-08-17,15
PR01407,P0113,2025-08-11,2025-08-17,10
PR01408,P0226,2025-08-11,2025-08-17,20
PR01409,P0028,2025-08-11,2025-08-17,25
PR01410,P0245,2025-08-11,2025-08-17,15
PR01411,P0222,2025-08-11,2025-08-17,15
PR01412,P0280,2025-08-11,2025-08-17,15
PR01413,P0018,2025-08-11,2025-08-17,10
PR01414,P0298,2025-08-11,2025-08-17,10
PR01415,P0044,2025-08-11,2025-08-17,15
PR01416,P0207,2025-08-11,2025-08-17,15
PR01417,P0105,2025-08-18,2025-08-24,20
PR01418,P0239,2025-08-18,2025-08-24,15
PR01419,P0121,2025-08-18,2025-08-24,15
PR01420,P0237,2025-08-18,2025-08-24,15
PR01421,P0153,2025-08-18,2025-08-24,10
PR01422,P0011,2025-08-18,2025-08-24,20
PR01423,P0039,2025-08-18,2025-08-24,10
PR01424,P0189,2025-08-18,2025-08-24,10
PR01425,P0167,2025-08-18,2025-08-24,15
PR01426,P0042,2025-08-18,2025-08-24,10
PR01427,P0220,2025-08-18,2025-08-24,10
PR01428,P0192,2025-08-18,2025-08-24,20
PR01429,P0043,2025-08-18,2025-08-24,15
PR01430,P0085,2025-08-18,2025-08-24,10
PR01431,P0270,2025-08-18,2025-08-24,10
PR01432,P0075,2025-08-18,2025-08-24,20
PR01433,P0218,2025-08-18,2025-08-24,10
PR01434,P0070,2025-08-18,2025-08-24,10
PR01435,P0262,2025-08-18,2025-08-24,15
PR01436,P0064,2025-08-18,2025-08-24,15
PR01437,P0033,2025-08-18,2025-08-24,25
PR01438,P0008,2025-08-18,2025-08-24,15
PR01439,P0263,2025-08-18,2025-08-24,10
PR01440,P0016,2025-08-18,2025-08-24,15
PR01441,P0110,2025-08-25,2025-08-31,20
PR01442,P0283,2025-08-25,2025-08-31,10
PR01443,P0289,2025-08-25,2025-08-31,10
PR01444,P0057,2025-08-25,2025-08-31,10
PR01445,P0007,2025-08-25,2025-08-31,10
PR01446,P0107,2025-08-25,2025-08-31,10
PR01447,P0210,2025-08-25,2025-08-31,15
PR01448,P0078,2025-08-25,2025-08-31,10
PR01449,P0125,2025-08-25,2025-08-31,10
PR01450,P0181,2025-08-25,2025-08-31,15
PR01451,P0001,2025-08-25,2025-08-31,20
PR01452,P0156,2025-08-25,2025-08-31,10
PR01453,P0039,2025-08-25,2025-08-31,10
PR01454,P0281,2025-08-25,2025-08-31,10
PR01455,P0212,2025-08-25,2025-08-31,25
PR01456,P0013,2025-08-25,2025-08-31,10
PR01457,P0070,2025-08-25,2025-08-31,10
PR01458,P0040,2025-08-25,2025-08-31,15
PR01459,P0151,2025-08-25,2025-08-31,10
PR01460,P0242,2025-08-25,2025-08-31,10
PR01461,P0157,2025-08-25,2025-08-31,10
PR01462,P0241,2025-08-25,2025-08-31,15
PR01463,P0178,2025-08-25,2025-08-31,15
PR01464,P0258,2025-08-25,2025-08-31,20
PR01465,P0084,2025-09-01,2025-09-07,20
PR01466,P0083,2025-09-01,2025-09-07,25
PR01467,P0249,2025-09-01,2025-09-07,15
PR01468,P0154,2025-09-01,2025-09-07,15
PR01469,P0220,2025-09-01,2025-09-07,15
PR01470,P0231,2025-09-01,2025-09-07,15
PR01471,P0105,2025-09-01,2025-09-07,25
PR01472,P0207,2025-09-01,2025-09-07,20
PR01473,P0232,2025-09-01,2025-09-07,15
PR01474,P0273,2025-09-01,2025-09-07,15
PR01475,P0205,2025-09-01,2025-09-07,15
PR01476,P0029,2025-09-01,2025-09-07,10
PR01477,P0063,2025-09-01,2025-09-07,15
PR01478,P0092,2025-09-01,2025-09-07,20
PR01479,P0058,2025-09-01,2025-09-07,20
PR01480,P0209,2025-09-01,2025-09-07,10
PR01481,P0164,2025-09-01,2025-09-07,20
PR01482,P0289,2025-09-01,2025-09-07,20
PR01483,P0216,2025-09-01,2025-09-07,10
PR01484,P0125,2025-09-01,2025-09-07,15
PR01485,P0135,2025-09-01,2025-09-07,15
PR01486,P0101,2025-09-01,2025-09-07,20
PR01487,P0260,2025-09-01,2025-09-07,10
PR01488,P0111,2025-09-01,2025-09-07,10
PR01489,P0087,2025-09-08,2025-09-14,20
PR01490,P0281,2025-09-08,2025-09-14,10
PR01491,P0016,2025-09-08,2025-09-14,15
PR01492,P0134,2025-09-08,2025-09-14,15
PR01493,P0166,2025-09-08,2025-09-14,10
PR01494,P0288,2025-09-08,2025-09-14,15
PR01495,P0030,2025-09-08,2025-09-14,10
PR01496,P0133,2025-09-08,2025-09-14,15
PR01497,P0043,2025-09-08,2025-09-14,10
PR01498,P0013,2025-09-08,2025-09-14,15
PR01499,P0045,2025-09-08,2025-09-14,10
PR01500,P0092,2025-09-08,2025-09-14,15
PR01501,P0147,2025-09-08,2025-09-14,15
PR01502,P0224,2025-09-08,2025-09-14,25
PR01503,P0279,2025-09-08,2025-09-14,15
PR01504,P0215,2025-09-08,2025-09-14,20
PR01505,P0149,2025-09-08,2025-09-14,10
PR01506,P0124,2025-09-08,2025-09-14,15
PR01507,P0118,2025-09-08,2025-09-14,10
PR01508,P0136,2025-09-08,2025-09-14,15
PR01509,P0056,2025-09-08,2025-09-14,20
PR01510,P0173,2025-09-08,2025-09-14,20
PR01511,P0148,2025-09-08,2025-09-14,15
PR01512,P0297,2025-09-08,2025-09-14,15
PR01513,P0011,2025-09-15,2025-09-21,15
PR01514,P0145,2025-09-15,2025-09-21,20
PR01515,P0184,2025-09-15,2025-09-21,10
PR01516,P0052,2025-09-15,2025-09-21,20
PR01517,P0248,2025-09-15,2025-09-21,10
PR01518,P0285,2025-09-15,2025-09-21,10
PR01519,P0120,2025-09-15,2025-09-21,15
PR01520,P0104,2025-09-15,2025-09-21,10
PR01521,P0148,2025-09-15,2025-09-21,15
PR01522,P0050,2025-09-15,2025-09-21,10
PR01523,P0055,2025-09-15,2025-09-21,10
PR01524,P0048,2025-09-15,2025-09-21,20
PR01525,P0281,2025-09-15,2025-09-21,10
PR01526,P0007,2025-09-15,2025-09-21,20
PR01527,P0271,2025-09-15,2025-09-21,20
PR01528,P0140,2025-09-15,2025-09-21,10
PR01529,P0071,2025-09-15,2025-09-21,20
PR01530,P0181,2025-09-15,2025-09-21,10
PR01531,P0074,2025-09-15,2025-09-21,15
PR01532,P0112,2025-09-15,2025-09-21,10
PR01533,P0225,2025-09-15,2025-09-21,20
PR01534,P0062,2025-09-15,2025-09-21,15
PR01535,P0041,2025-09-15,2025-09-21,15
PR01536,P0027,2025-09-15,2025-09-21,25
PR01537,P0186,2025-09-22,2025-09-28,25
PR01538,P0256,2025-09-22,2025-09-28,10
PR01539,P0233,2025-09-22,2025-09-28,20
PR01540,P0276,2025-09-22,2025-09-28,15
PR01541,P0250,2025-09-22,2025-09-28,15
PR01542,P0245,2025-09-22,2025-09-28,20
PR01543,P0290,2025-09-22,2025-09-28,15
PR01544,P0039,2025-09-22,2025-09-28,15
PR01545,P0033,2025-09-22,2025-09-28,10
PR01546,P0130,2025-09-22,2025-09-28,15
PR01547,P0264,2025-09-22,2025-09-28,20
PR01548,P0075,2025-09-22,2025-09-28,10
PR01549,P0093,2025-09-22,2025-09-28,15
PR01550,P0286,2025-09-22,2025-09-28,10
PR01551,P0237,2025-09-22,2025-09-28,20
PR01552,P0203,2025-09-22,2025-09-28,15
PR01553,P0104,2025-09-22,2025-09-28,15
PR01554,P0084,2025-09-22,2025-09-28,10
PR01555,P0260,2025-09-22,2025-09-28,15
PR01556,P0293,2025-09-22,2025-09-28,25
PR01557,P0273,2025-09-22,2025-09-28,15
PR01558,P0227,2025-09-22,2025-09-28,15
PR01559,P0141,2025-09-22,2025-09-28,20
PR01560,P0191,2025-09-22,2025-09-28,15
PR01561,P0095,2025-09-29,2025-10-05,15
PR01562,P0286,2025-09-29,2025-10-05,10
PR01563,P0235,2025-09-29,2025-10-05,15
PR01564,P0084,2025-09-29,2025-10-05,15
PR01565,P0043,2025-09-29,2025-10-05,10
PR01566,P0190,2025-09-29,2025-10-05,20
PR01567,P0151,2025-09-29,2025-10-05,15
PR01568,P0158,2025-09-29,2025-10-05,15
PR01569,P0166,2025-09-29,2025-10-05,10
PR01570,P0120,2025-09-29,2025-10-05,15
PR01571,P0204,2025-09-29,2025-10-05,20
PR01572,P0262,2025-09-29,2025-10-05,20
PR01573,P0130,2025-09-29,2025-10-05,10
PR01574,P0133,2025-09-29,2025-10-05,25
PR01575,P0074,2025-09-29,2025-10-05,20
PR01576,P0257,2025-09-29,2025-10-05,10
PR01577,P0289,2025-09-29,2025-10-05,10
PR01578,P0260,2025-09-29,2025-10-05,10
PR01579,P0126,2025-09-29,2025-10-05,20
PR01580,P0027,2025-09-29,2025-10-05,10
PR01581,P0098,2025-09-29,2025-10-05,15
PR01582,P0251,2025-09-29,2025-10-05,20
PR01583,P0287,2025-09-29,2025-10-05,20
PR01584,P0122,2025-09-29,2025-10-05,20
PR01585,P0148,2025-10-06,2025-10-12,10
PR01586,P0297,2025-10-06,2025-10-12,15
PR01587,P0298,2025-10-06,2025-10-12,10
PR01588,P0053,2025-10-06,2025-10-12,10
PR01589,P0248,2025-10-06,2025-10-12,20
PR01590,P0079,2025-10-06,2025-10-12,15
PR01591,P0282,2025-10-06,2025-10-12,25
PR01592,P0040,2025-10-06,2025-10-12,15
PR01593,P0113,2025-10-06,2025-10-12,10
PR01594,P0181,2025-10-06,2025-10-12,15
PR01595,P0059,2025-10-06,2025-10-12,10
PR01596,P0049,2025-10-06,2025-10-12,20
PR01597,P0291,2025-10-06,2025-10-12,20
PR01598,P0122,2025-10-06,2025-10-12,10
PR01599,P0114,2025-10-06,2025-10-12,15
PR01600,P0041,2025-10-06,2025-10-12,20
PR01601,P0095,2025-10-06,2025-10-12,20
PR01602,P0120,2025-10-06,2025-10-12,10
PR01603,P0171,2025-10-06,2025-10-12,10
PR01604,P0037,2025-10-06,2025-10-12,10
PR01605,P0162,2025-10-06,2025-10-12,15
PR01606,P0265,2025-10-06,2025-10-12,15
PR01607,P0185,2025-10-06,2025-10-12,10
PR01608,P0210,2025-10-06,2025-10-12,15
PR01609,P0185,2025-10-13,2025-10-19,20
PR01610,P0252,2025-10-13,2025-10-19,20
PR01611,P0089,2025-10-13,2025-10-19,15
PR01612,P0168,2025-10-13,2025-10-19,20
PR01613,P0112,2025-10-13,2025-10-19,15
PR01614,P0255,2025-10-13,2025-10-19,20
PR01615,P0147,2025-10-13,2025-10-19,10
PR01616,P0189,2025-10-13,2025-10-19,20
PR01617,P0165,2025-10-13,2025-10-19,20
PR01618,P0092,2025-10-13,2025-10-19,10
PR01619,P0251,2025-10-13,2025-10-19,15
PR01620,P0171,2025-10-13,2025-10-19,20
PR01621,P0273,2025-10-13,2025-10-19,10
PR01622,P0260,2025-10-13,2025-10-19,20
PR01623,P0148,2025-10-13,2025-10-19,25
PR01624,P0035,2025-10-13,2025-10-19,20
PR01625,P0222,2025-10-13,2025-10-19,15
PR01626,P0124,2025-10-13,2025-10-19,15
PR01627,P0267,2025-10-13,2025-10-19,25
PR01628,P0031,2025-10-13,2025-10-19,15
PR01629,P0209,2025-10-13,2025-10-19,10
PR01630,P0072,2025-10-13,2025-10-19,10
PR01631,P0170,2025-10-13,2025-10-19,20
PR01632,P0297,2025-10-13,2025-10-19,15
PR01633,P0260,2025-10-20,2025-10-26,15
PR01634,P0007,2025-10-20,2025-10-26,20
PR01635,P0098,2025-10-20,2025-10-26,20
PR01636,P0298,2025-10-20,2025-10-26,10
PR01637,P0296,2025-10-20,2025-10-26,25
PR01638,P0212,2025-10-20,2025-10-26,10
PR01639,P0249,2025-10-20,2025-10-26,15
PR01640,P0137,2025-10-20,2025-10-26,15
PR01641,P0075,2025-10-20,2025-10-26,20
PR01642,P0005,2025-10-20,2025-10-26,10
PR01643,P0196,2025-10-20,2025-10-26,10
PR01644,P0133,2025-10-20,2025-10-26,20
PR01645,P0134,2025-10-20,2025-10-26,10
PR01646,P0069,2025-10-20,2025-10-26,15
PR01647,P0002,2025-10-20,2025-10-26,20
PR01648,P0214,2025-10-20,2025-10-26,20
PR01649,P0118,2025-10-20,2025-10-26,10
PR01650,P0228,2025-10-20,2025-10-26,10
PR01651,P0267,2025-10-20,2025-10-26,25
PR01652,P0081,2025-10-20,2025-10-26,15
PR01653,P0290,2025-10-20,2025-10-26,10
PR01654,P0291,2025-10-20,2025-10-26,10
PR01655,P0028,2025-10-20,2025-10-26,10
PR01656,P0283,2025-10-20,2025-10-26,25
PR01657,P0225,2025-10-27,2025-11-02,10
PR01658,P0053,2025-10-27,2025-11-02,20
PR01659,P0008,2025-10-27,2025-11-02,10
PR01660,P0089,2025-10-27,2025-11-02,20
PR01661,P0133,2025-10-27,2025-11-02,10
PR01662,P0024,2025-10-27,2025-11-02,10
PR01663,P0079,2025-10-27,2025-11-02,15
PR01664,P0139,2025-10-27,2025-11-02,20
PR01665,P0037,2025-10-27,2025-11-02,10
PR01666,P0051,2025-10-27,2025-11-02,20
PR01667,P0067,2025-10-27,2025-11-02,10
PR01668,P0146,2025-10-27,2025-11-02,15
PR01669,P0084,2025-10-27,2025-11-02,15
PR01670,P0287,2025-10-27,2025-11-02,10
PR01671,P0085,2025-10-27,2025-11-02,25
PR01672,P0148,2025-10-27,2025-11-02,15
PR01673,P0076,2025-10-27,2025-11-02,20
PR01674,P0015,2025-10-27,2025-11-02,15
PR01675,P0004,2025-10-27,2025-11-02,15
PR01676,P0284,2025-10-27,2025-11-02,15
